"Ensemle_ID"	"Ensemle_ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"ERR1084811_ER"	"ERR1084806_ER"	"ERR1084805_ER"	"ERR1084775_ER"	"ERR1084765_ER"	"ERR1084764_ER"	"ERR1084763_ER"	"ERR1084808_TN"	"ERR1084809_TN"	"ERR1084807_TN"	"ERR1084810_TN"	"ERR1084803_TN"	"ERR1084802_TN"	"ERR1084801_TN"	"ERR1084804_TN"	"ERR1084800_TN"	"ERR1084799_TN"	"ERR1084798_TN"	"ERR1084768_TN"	"ERR1084766_TN"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1332"	"ENSG00000151835"	"26278"	"SACS"	"sacsin molecular chaperone"	142	67	187	195	0	0	1	613	301	560	8	289	268	190	1095	786	349	807	761	204	331.451793327604	2.84536789245231	0.835573141845409	3.40528883703485	0.000660941068378481	0.00592632526508117
"1333"	"ENSG00000151882"	"56477"	"CCL28"	"C-C motif chemokine ligand 28"	36	385	818	169	1	1	1	574	199	1693	249	1181	11	7496	7	2230	2140	340	1833	0	829.262746560649	2.97362040434273	1.11988271596067	2.6552962751924	0.00792387798411399	0.0397664653443088
"1334"	"ENSG00000152034"	"84539"	"MCHR2"	"melanin concentrating hormone receptor 2"	0	2	0	2	15	10	11	0	0	0	0	0	0	0	0	1	0	0	0	0	1.63350993920844	-4.25357892175222	1.49721163021062	-2.84100045439391	0.00449722483070282	0.0260372440695017
"1335"	"ENSG00000152049"	"23704"	"KCNE4"	"potassium voltage-gated channel subfamily E regulatory subunit 4"	14	86	146	438	1717	2512	2375	2	29	4	0	120	0	0	3	3	0	24	0	84	323.621498996584	-4.06809612718782	1.38154196794246	-2.94460553612169	0.00323366642862559	0.0203144691386923
"1336"	"ENSG00000152056"	"130340"	"AP1S3"	"adaptor related protein complex 1 subunit sigma 3"	116	73	246	474	169	90	105	652	288	443	102	228	356	181	373	707	197	196	270	13	247.738132497505	1.12740883967901	0.429275814069711	2.62630412133102	0.00863176572348619	0.0423942546123356
"1337"	"ENSG00000152061"	"9910"	"RABGAP1L"	"RAB GTPase activating protein 1 like"	1189	1007	618	837	679	675	671	803	1382	2577	238	998	217	3593	1067	1243	1850	1954	2937	147	1073.9726892918	0.988411729269411	0.348413051786179	2.83689639122933	0.00455543920503239	0.0262814571118312
"1338"	"ENSG00000152104"	"5784"	"PTPN14"	"protein tyrosine phosphatase, non-receptor type 14"	971	981	1249	1390	5	5	4	3083	3070	4418	243	1615	5073	3773	2058	4552	4178	2805	5771	108	1972.14244186702	2.41592313221379	0.768205042538113	3.14489361360047	0.00166147237351421	0.0122506145460099
"1339"	"ENSG00000152137"	"26353"	"HSPB8"	"heat shock protein family B (small) member 8"	1932	46	4218	7371	3358	3214	3011	646	30	2932	2	774	0	2	0	301	156	191	4	6	1078.76537421431	-3.16427712735068	1.13324075858393	-2.79223731001757	0.00523449507287333	0.029296863481914
"1340"	"ENSG00000152256"	"5163"	"PDK1"	"pyruvate dehydrogenase kinase 1"	592	985	1387	807	956	1458	1334	1170	962	2962	126	2505	1619	989	2940	1213	2195	1985	4269	126	1292.1718219322	0.850289323732723	0.314250799608215	2.70576661950519	0.00681469194457015	0.03556086860928
"1341"	"ENSG00000152455"	"79723"	"SUV39H2"	"suppressor of variegation 3-9 homolog 2"	189	529	718	210	366	237	282	170	780	438	90	424	586	922	709	389	1143	3319	755	91	536.809743105097	1.24887925284743	0.426025865920715	2.93146344564874	0.00337369067649588	0.0209325255198622
"1342"	"ENSG00000152475"	"116412"	"ZNF837"	"zinc finger protein 837"	156	314	154	320	312	336	312	90	218	135	4	184	177	150	28	67	152	42	79	4	133.672419416562	-1.25861885729574	0.418641524415009	-3.00643577832962	0.00264329882778008	0.0174974694028641
"1343"	"ENSG00000152495"	"814"	"CAMK4"	"calcium/calmodulin dependent protein kinase IV"	11	0	0	0	8	1	4	0	65	306	1	16	142	29	17	25	1	1	0	55	40.5764825049094	4.38963492994857	1.23458857837573	3.55554474327287	0.000377196742836474	0.00381370045272637
"1344"	"ENSG00000152578"	"2893"	"GRIA4"	"glutamate ionotropic receptor AMPA type subunit 4"	1	39	0	0	0	1	0	1	12	0	0	28	0	6	0	6	0	3	2	5	4.00964322537037	4.02806320525275	1.37203323896936	2.9358350008186	0.00332651209911955	0.0207471649641447
"1345"	"ENSG00000152580"	"285313"	"IGSF10"	"immunoglobulin superfamily member 10"	73	21	33	15	63	42	48	3	223	114	4	427	159	8	947	116	2	657	13	204	178.468010875642	2.89599994209222	0.873635796452189	3.31488241879831	0.000916816798068397	0.00767974162878267
"1346"	"ENSG00000152582"	"79925"	"SPEF2"	"sperm flagellar 2"	637	613	252	285	391	410	383	17	157	287	8	15	85	63	16	186	421	42	116	17	184.117910802382	-1.82857300840539	0.547082159857727	-3.34241023118158	0.000830542146342941	0.00710921307837347
"1347"	"ENSG00000152601"	"4154"	"MBNL1"	"muscleblind like splicing regulator 1"	958	960	2000	1076	1131	1232	1151	886	1445	7561	60	1585	1213	1527	3079	2929	1959	9899	942	855	1858.31080729638	1.29215539095592	0.464767404194684	2.78021948031162	0.00543221700208073	0.0301079364567986
"1348"	"ENSG00000152726"	NA	NA	NA	166	4	17	19	12	9	10	6	31	42	8	57	2	9	194	32	3	162	33	95	28.6798137258358	1.84708929005062	0.667093401516255	2.76886158048082	0.00562525284248791	0.0309294562473649
"1349"	"ENSG00000152763"	"79819"	"WDR78"	"WD repeat domain 78"	65	145	261	217	447	236	225	39	190	120	14	171	28	141	116	28	176	25	120	3	113.319119781019	-1.16691202864485	0.442653257193833	-2.63617630658	0.00838461541684607	0.0414598997997025
"1350"	"ENSG00000152818"	"7402"	"UTRN"	"utrophin"	704	570	1503	836	213	88	83	2626	1600	1096	46	1052	338	1316	958	1338	2721	7670	1516	55	1092.82362423809	1.70312358139337	0.601804653444102	2.83002727155144	0.00465440365827954	0.0267582298872638
"1351"	"ENSG00000152894"	"5796"	"PTPRK"	"protein tyrosine phosphatase, receptor type K"	1052	1743	3510	1301	334	141	127	834	3095	15909	794	2507	1158	5374	9179	4491	10205	3735	4736	154	2901.0903378033	2.13407643984734	0.576674732561263	3.70065882784386	0.000215040434498917	0.00241226068246497
"1352"	"ENSG00000152932"	"115827"	"RAB3C"	"RAB3C, member RAS oncogene family"	0	4	0	0	232	83	99	0	0	0	1	0	0	0	3	0	0	0	0	0	16.9415042869342	-6.91776398899859	1.81369578062492	-3.81418100152112	0.000136635301625435	0.00165099027246353
"1353"	"ENSG00000152939"	"153562"	"MARVELD2"	"MARVEL domain containing 2"	1985	1104	1603	773	2084	1834	1768	649	666	1232	79	1383	479	962	841	948	542	700	498	15	835.392371983539	-1.10166530274555	0.32252166622211	-3.41578696293498	0.000635979805963444	0.00574177017934707
"1354"	"ENSG00000152942"	"5884"	"RAD17"	"RAD17 checkpoint clamp loader component"	1136	988	1006	499	1882	1692	1619	416	563	1139	130	969	555	723	869	606	529	891	769	164	762.643809505361	-0.691820628736731	0.240441593949526	-2.87729180867916	0.00401104487380852	0.0239132832427571
"1355"	"ENSG00000152954"	"140767"	"NRSN1"	"neurensin 1"	11	0	0	0	62	105	102	0	0	1	0	5	0	0	0	0	2	2	0	1	12.0324554364592	-5.18695827357974	1.42866783201183	-3.63062578813408	0.000282734868077766	0.00301557030706611
"1356"	"ENSG00000153012"	"55203"	"LGI2"	"leucine rich repeat LGI family member 2"	4	0	1	1	36	4	10	1	76	61	7	39	24	9	76	28	2	0	2	83	41.3769512392796	3.2215039590127	1.07079943103258	3.00850361482372	0.00262537678741891	0.0173922093972306
"1357"	"ENSG00000153132"	"1047"	"CLGN"	"calmegin"	684	354	125	41	329	188	221	4	135	74	0	2697	44	18	44	60	0	39	1	9	103.584319491186	-2.72880448101239	0.761318935609534	-3.58431184800051	0.000337968092536276	0.00349130492822965
"1358"	"ENSG00000153157"	"221711"	"SYCP2L"	"synaptonemal complex protein 2 like"	26	1	245	14	11	18	19	18	529	0	0	13	62	676	11	59	8	5	82	84	89.0873496520347	3.2100010871414	1.0191884383461	3.14956583725622	0.00163513261127484	0.0121040426180935
"1359"	"ENSG00000153250"	"5937"	"RBMS1"	"RNA binding motif single stranded interacting protein 1"	653	452	2828	888	1103	735	704	530	2869	2445	144	2299	3729	1878	4879	3162	2891	2736	1245	100	1526.171660192	1.2404862738826	0.404572298485302	3.06616710666282	0.00216822098510804	0.0150160897217926
"1360"	"ENSG00000153292"	"266977"	"ADGRF1"	"adhesion G protein-coupled receptor F1"	25	2	8	0	1	0	0	0	66	0	203	204	1	116	6	7	487	28	22	0	40.5708624542213	3.7803540909756	1.33817718714137	2.82500264337283	0.00472802259787787	0.0271101549354051
"1361"	"ENSG00000153363"	"84791"	"LINC00467"	"long intergenic non-protein coding RNA 467"	286	649	268	534	383	390	361	63	220	182	9	139	395	384	186	83	180	151	205	4	209.516642285481	-1.14234365907838	0.402325527321284	-2.83935167297038	0.00452053060547774	0.0261202811610189
"1362"	"ENSG00000153446"	"146556"	"C16orf89"	"chromosome 16 open reading frame 89"	7	0	38	6	2304	1847	1596	0	4	7	92	210	4	29	1	8	32	40	35	0	272.477250443449	-3.37437522618927	1.29952167115176	-2.5966286681457	0.00941436383606712	0.0452465677714005
"1363"	"ENSG00000153531"	"113622"	"ADPRHL1"	"ADP-ribosylhydrolase like 1"	227	628	629	306	898	1040	962	139	277	428	34	85	33	506	37	90	262	76	648	24	305.116227552995	-1.5386831595496	0.505717475618218	-3.04257462661068	0.00234563647929598	0.0159725043944989
"1364"	"ENSG00000153574"	"22934"	"RPIA"	"ribose 5-phosphate isomerase A"	261	814	351	696	542	410	417	433	647	683	203	575	484	1288	788	692	1026	887	1367	202	617.375150596234	0.895937457685909	0.278464775746169	3.21741755410598	0.00129350196953804	0.0101086639317861
"1365"	"ENSG00000153774"	"10428"	"CFDP1"	"craniofacial development protein 1"	439	445	356	688	340	282	267	333	1026	528	153	1819	422	981	751	428	614	857	760	31	511.664853109632	0.948212539009378	0.331011071007823	2.86459463764271	0.00417543366421921	0.0246364676516259
"1366"	"ENSG00000153814"	"221895"	"JAZF1"	"JAZF zinc finger 1"	43	203	16	199	5	4	6	83	237	930	44	448	49	219	231	438	237	466	477	67	196.938505740173	2.35067159465421	0.652702272687521	3.60144539557867	0.000316452894386156	0.00330793545678187
"1367"	"ENSG00000153820"	"80309"	"SPHKAP"	"SPHK1 interactor, AKAP domain containing"	2	0	0	0	0	0	0	0	1	1	20	3	1	10	1	7	0	0	488	0	6.82883902050012	5.23374851236892	1.76292375716627	2.9687889173277	0.00298975894252563	0.0191952038642888
"1368"	"ENSG00000153879"	"1054"	"CEBPG"	"CCAAT enhancer binding protein gamma"	1014	1070	859	1774	1348	1346	1343	822	2162	3211	238	3025	1193	3457	3273	1505	2692	2828	1432	203	1490.73761488441	0.826125190142832	0.233130087571216	3.54362321375815	0.000394668843711133	0.00393903356455143
"1369"	"ENSG00000153914"	"140890"	"SREK1"	"splicing regulatory glutamic acid and lysine rich protein 1"	5449	3555	3676	2090	4608	3952	3803	1954	3534	3307	157	3037	2665	1681	2072	2089	1391	2224	2261	349	2323.63342851316	-0.727936902699783	0.24256371596604	-3.00101315565968	0.00269082939404317	0.0177114638664897
"1370"	"ENSG00000153933"	"8526"	"DGKE"	"diacylglycerol kinase epsilon"	1270	816	1507	220	997	1256	1142	572	348	656	10	252	441	244	300	341	281	498	25	99	486.790566281823	-1.44687484238212	0.471852850829869	-3.06636876271369	0.00216675903290834	0.015009928461724
"1371"	"ENSG00000153976"	"9955"	"HS3ST3A1"	"heparan sulfate-glucosamine 3-sulfotransferase 3A1"	1	0	3	0	105	324	323	0	1	24	0	0	13	0	0	5	0	0	0	2	32.8751501729993	-4.69334056020321	1.60561166692732	-2.92308573541004	0.003465810709448	0.0213877217592218
"1372"	"ENSG00000154025"	"125206"	"SLC5A10"	"solute carrier family 5 member 10"	160	145	68	116	139	101	100	291	212	288	629	144	171	232	180	172	248	172	122	21	139.095424327894	0.774333424099024	0.238699727728214	3.24396442119402	0.00117878469363467	0.00935147796731895
"1373"	"ENSG00000154027"	"26289"	"AK5"	"adenylate kinase 5"	7	14	15	13	13	25	17	0	3692	8	1	768	7	53	613	21	68	16	165	1	74.2714676426874	3.20425107844554	0.942794475521907	3.39867400757917	0.000677133734324319	0.00604465161678827
"1374"	"ENSG00000154040"	"26256"	"CABYR"	"calcium binding tyrosine phosphorylation regulated"	339	542	132	322	563	394	348	552	710	613	142	240	1218	702	1110	849	760	437	556	89	499.987967277619	0.997488527030194	0.325050625832715	3.0687174481662	0.00214979812269485	0.0149160728475973
"1375"	"ENSG00000154065"	"147463"	"ANKRD29"	"ankyrin repeat domain 29"	2	3	1	942	488	605	469	110	20	171	0	67	1	3	0	30	1	18	3	12	117.6947820564	-3.13902102016282	1.12189775054755	-2.79795642573559	0.0051427049994571	0.0289250962943945
"1376"	"ENSG00000154080"	"83539"	"CHST9"	"carbohydrate sulfotransferase 9"	1	13	0	0	22	11	14	0	28	3	42	667	37	29	4	542	93	15	3	3	75.1226217160149	3.99524468289883	1.1244296360065	3.55313000917358	0.000380676278441112	0.00383704717704652
"1377"	"ENSG00000154118"	"57338"	"JPH3"	"junctophilin 3"	19	13	4	83	1	2	11	220	26	335	13	1120	11	7	27	13	23	22	33	24	91.6538794335633	3.17291575878381	0.915464188355512	3.46590920665445	0.000528441697690638	0.00498541021774545
"1378"	"ENSG00000154122"	"56172"	"ANKH"	"ANKH inorganic pyrophosphate transport regulator"	744	561	288	140	1343	1264	1052	845	1436	2851	408	826	1336	1120	2352	3679	4970	2518	1456	804	1517.24477071739	1.679398036534	0.449727493031698	3.7342569946366	0.000188270172988263	0.00215622787203632
"1379"	"ENSG00000154153"	"54463"	"RETREG1"	"reticulophagy regulator 1"	1421	2240	82	670	1378	1864	1872	160	879	630	14	189	1085	217	24	466	251	139	82	11	573.233769686947	-1.97936132198127	0.644236440594775	-3.07241440759526	0.00212334717801735	0.0147791023616753
"1380"	"ENSG00000154237"	"79705"	"LRRK1"	"leucine rich repeat kinase 1"	332	120	663	946	207	305	305	1096	996	1084	124	332	412	356	4835	1481	1796	12434	2365	39	1219.47439018921	2.42295745357833	0.635430273658316	3.81309728859599	0.000137236058995381	0.00165636912989962
"1381"	"ENSG00000154252"	"64090"	"GAL3ST2"	"galactose-3-O-sulfotransferase 2"	156	25	44	16	104	91	74	40	38	15	7	10	3	0	2	42	4	16	7	0	30.5745587654853	-2.0419372200525	0.718441890038373	-2.84217450063141	0.00448069592445911	0.025968321831396
"1382"	"ENSG00000154269"	"5169"	"ENPP3"	"ectonucleotide pyrophosphatase/phosphodiesterase 3"	5	12	3	10	16	10	12	462	135	53	237	392	0	6	4	0	6	5	44	5	55.8579738539104	3.40279262305546	1.03647889614539	3.28303126644477	0.00102697274622709	0.00841437495010869
"1383"	"ENSG00000154277"	"7345"	"UCHL1"	"ubiquitin C-terminal hydrolase L1"	1	2280	132	6	10	2	5	4771	3276	6278	133	2343	10364	2005	3057	838	2055	2051	32	262	1833.37482987425	3.22496378515693	1.03736643986501	3.10879903303656	0.00187849444825805	0.0134279841631137
"1384"	"ENSG00000154330"	"5239"	"PGM5"	"phosphoglucomutase 5"	498	0	0	0	0	0	1	0	3	16	0	1	160	0	0	46	1	23	0	6	5.49431750034453	4.54231386152569	1.52751134897713	2.97366946868667	0.00294261863439784	0.0189761639843502
"1385"	"ENSG00000154342"	"89780"	"WNT3A"	"Wnt family member 3A"	97	32	8	237	0	0	0	1	0	27	0	1	0	1	16	0	1	1	9	1	16.9577204658482	-3.56096719946171	1.29791811558476	-2.7435992738705	0.00607696704003086	0.0326938605021688
"1386"	"ENSG00000154359"	"91694"	"LONRF1"	"LON peptidase N-terminal domain and ring finger 1"	213	132	823	407	228	279	195	480	817	1026	29	262	471	1120	1507	764	718	452	656	78	449.713941120171	1.15818427474434	0.355522324867953	3.25769774141332	0.00112319972774334	0.00900310490816769
"1387"	"ENSG00000154451"	"115362"	"GBP5"	"guanylate binding protein 5"	0	0	0	6	1	0	0	0	4	13	11	0	2	45	142	0	1	180	2	0	17.9780070180968	5.18612010344069	1.51883201992311	3.41454488410326	0.000638886661491229	0.00575810325461528
"1388"	"ENSG00000154478"	"2849"	"GPR26"	"G protein-coupled receptor 26"	20	0	183	4	925	514	469	1	84	8	0	12	27	0	32	0	0	4	1	5	91.7058270983884	-4.2001109095368	1.20057715019394	-3.4984098346852	0.000468041314157534	0.00453968918136451
"1389"	"ENSG00000154553"	"27295"	"PDLIM3"	"PDZ and LIM domain 3"	41	404	682	1456	500	297	275	2030	1005	2122	200	20192	282	2005	2483	1167	2377	543	12	56	1630.00569980794	2.53139835036787	0.79623884105571	3.17919475896398	0.00147684824343742	0.0111816682680812
"1390"	"ENSG00000154556"	"8470"	"SORBS2"	"sorbin and SH3 domain containing 2"	2	249	803	8	1077	846	733	264	2949	3352	342	7678	3920	3215	2916	2669	6148	5603	6000	22	2072.42660078989	2.83723475327273	0.740122723624249	3.83346526557015	0.000126350649152806	0.00154345527495605
"1391"	"ENSG00000154639"	"1525"	"CXADR"	"CXADR, Ig-like cell adhesion molecule"	283	77	837	134	329	245	191	513	556	579	100	522	407	1943	1260	889	1059	4177	864	12	620.975274528077	1.838568808336	0.522295103509733	3.52017240058569	0.000431266380611851	0.004241028633036
"1392"	"ENSG00000154640"	"10950"	"BTG3"	"BTG anti-proliferation factor 3"	290	115	609	92	4	0	13	644	789	423	106	410	659	1807	1596	629	654	1110	900	156	514.166318052281	2.53105982110215	0.716295522203498	3.53354131450661	0.000410031999542238	0.00407095223687179
"1393"	"ENSG00000154645"	"140578"	"CHODL"	"chondrolectin"	36	0	26	0	0	0	0	3	636	0	4	0	2	262	258	42	225	133	106	0	69.5854902356742	3.81927267333938	1.47837411282097	2.58342772659323	0.00978239605970763	0.0465546908833156
"1394"	"ENSG00000154822"	"23228"	"PLCL2"	"phospholipase C like 2"	9	28	0	0	0	0	0	5	147	163	0	0	212	2	245	260	1	44	25	23	53.363378752819	4.16108441740993	1.32408097780816	3.14262079672654	0.00167442606923979	0.0123184214636611
"1395"	"ENSG00000154839"	"220134"	"SKA1"	"spindle and kinetochore associated complex subunit 1"	151	444	313	343	247	218	247	434	237	541	43	290	341	511	429	337	365	668	946	341	400.391957858945	1.15740763466555	0.412371209229536	2.80671300217108	0.00500498110622653	0.0283181789954092
"1396"	"ENSG00000154845"	"9989"	"PPP4R1"	"protein phosphatase 4 regulatory subunit 1"	1469	929	1817	1335	860	815	868	3587	1695	3496	200	1468	1325	1133	1367	1691	2588	1744	1305	233	1339.37591478239	0.773855561283203	0.280205632077207	2.76174163790533	0.0057493954705976	0.0314275521065784
"1397"	"ENSG00000154975"	"56934"	"CA10"	"carbonic anhydrase 10"	75	0	1	9	0	1	4	0	0	1	0	0	0	0	0	0	0	1	0	0	4.03755829826207	-5.34775353688603	1.58614383445517	-3.37154387938781	0.000747481303251634	0.0065522032554748
"1398"	"ENSG00000155093"	"5799"	"PTPRN2"	"protein tyrosine phosphatase, receptor type N2"	276	0	0	2564	7191	9598	8559	104	0	37	0	354	0	0	0	0	9	0	2	0	1145.12079164224	-6.55784975710426	1.91010537672509	-3.43323977672259	0.00059641440425466	0.00546928691621922
"1399"	"ENSG00000155115"	"112495"	"GTF3C6"	"general transcription factor IIIC subunit 6"	481	377	1148	848	793	669	698	715	2689	1873	84	1385	571	701	1249	752	1963	1434	607	256	852.953249324358	0.851933150265451	0.308750390943959	2.75929415882128	0.00579263670736209	0.0316112115946703
"1400"	"ENSG00000155130"	NA	NA	NA	1230	1685	1637	412	9	16	45	3772	3781	3580	145	6310	1584	4420	7614	2636	4870	2805	29	884	2194.66322122329	2.40913626541855	0.779481970466407	3.09068888915677	0.00199692745611265	0.0140978240623059
"1401"	"ENSG00000155189"	"55326"	"AGPAT5"	"1-acylglycerol-3-phosphate O-acyltransferase 5"	425	382	975	579	461	428	501	970	882	818	79	271	890	1981	970	544	3902	1833	2142	13	801.077258409773	1.26202925563788	0.483653196326951	2.60936816963521	0.00907095897041492	0.0439911318263817
"1402"	"ENSG00000155275"	"152992"	"TRMT44"	"tRNA methyltransferase 44 homolog"	499	293	391	608	615	567	498	196	273	380	41	292	222	321	296	186	217	203	526	51	291.525728687727	-0.746502685456997	0.204931163265476	-3.64269969272534	0.000269793529646186	0.00290471055091565
"1403"	"ENSG00000155324"	"65983"	"GRAMD2B"	"GRAM domain containing 2B"	307	240	893	190	64	74	52	649	886	1699	137	1257	911	368	965	362	1500	720	338	24	508.48298127232	1.74525690927139	0.502838288447795	3.4708114902284	0.000518888133013774	0.00491650255222263
"1404"	"ENSG00000155367"	"333926"	"PPM1J"	"protein phosphatase, Mg2+/Mn2+ dependent 1J"	154	1503	267	1137	1240	1290	1093	147	140	139	24	40	297	160	908	135	36	23	608	23	386.622163281097	-2.01464408778091	0.601383953249685	-3.35001304390386	0.000808077549470731	0.00695323159119714
"1405"	"ENSG00000155511"	"2890"	"GRIA1"	"glutamate ionotropic receptor AMPA type subunit 1"	16	0	0	3	36	36	29	0	0	0	0	0	0	0	0	0	5	0	0	0	5.07333131859697	-4.91958411039059	1.62172122507504	-3.03355720719692	0.00241688882557155	0.0163412588884416
"1406"	"ENSG00000155660"	"9601"	"PDIA4"	"protein disulfide isomerase family A member 4"	4044	5818	4832	4771	2582	2944	2709	13710	9549	11927	3325	6104	8043	4196	6101	3650	8350	3693	6315	701	5722.24432127898	1.17540573353186	0.366903993901616	3.20357846485323	0.0013573104819618	0.0104978419376031
"1407"	"ENSG00000155666"	"79831"	"KDM8"	"lysine demethylase 8"	192	213	257	321	235	255	167	90	210	210	137	151	127	69	83	108	46	136	133	16	131.36300436586	-0.853736793869395	0.242718874815249	-3.51738938522698	0.000435813951022059	0.00427772922659264
"1408"	"ENSG00000155754"	"151254"	"C2CD6"	"C2 calcium dependent domain containing 6"	1	5	0	2	11	8	2	9	1	8	53	2	37	7	115	23	0	1	1	11	28.1040210790425	3.62300937049976	1.09276989193859	3.31543666898845	0.000915000712195228	0.00766945467521388
"1409"	"ENSG00000155755"	"65062"	"TMEM237"	"transmembrane protein 237"	425	561	740	281	572	615	602	534	552	1500	119	565	881	789	979	946	734	1088	572	274	635.064346874842	0.782206951413031	0.252287444805549	3.10045928768242	0.00193220774229334	0.013714753033052
"1410"	"ENSG00000155903"	"5922"	"RASA2"	"RAS p21 protein activator 2"	420	331	560	420	381	350	363	586	646	2735	19	419	484	564	698	1456	970	1403	521	52	538.586823263242	1.04092775503124	0.367708589303809	2.83084971444928	0.00464245287444896	0.0266953763512767
